Column1,index,ID,Tweet,Timestamp,Likes,Retweets,Length,Date,Time,Class
5028,5029,1.50652E+18, اتمنا اخر عمل اكسبو خاص لموظفين فقط كثيرين يتمكنو دخول اجنحة اكسبو بسب ضغوطات العمل ازدحام الاجنحة الجماهير نعمة العمل اكسبو فرصة تعوض بثمن,3/23/22 9:50,0,0,206,3/23/2022,6:50:41 AM,neutral
5029,5030,1.5065E+18,عرض مفعم بالحيوية لـ دي جيه دبليو اكسبو دبي اكسبو زهرة الخليج تلهمنا زهرة الخليج مارس,3/23/22 7:57,2,0,130,3/23/2022,4:57:29 AM,positive
5034,5035,1.50634E+18,السودان يحتفل بيومها الوطني ساحة الوصل بـ اكسبو  صحيفة الخليج الخليج خمسون عاما,3/22/22 22:00,0,0,115,3/22/2022,7:00:02 PM,neutral
5036,5037,1.50632E+18,اكسبو  دبي يوجه انظار العالم تحديات المياه تقرير مهدي سليمان علوم الدار ,3/22/22 20:23,0,1,112,3/22/2022,5:23:43 PM,neutral
5037,5038,1.50631E+18,ارتفاع عد زيارات اكسبو دبي    اكسبو زهرة الخليج تلهمنا زهرة الخليج مارس,3/22/22 19:30,4,2,130,3/22/2022,4:30:00 PM,neutral
5038,5039,1.5063E+18, تذكار اكسبو باقي شاء اله الصور الفيديوهات الي اخذتها طول الشهور الماضية ,3/22/22 19:10,0,1,129,3/22/2022,4:10:26 PM,positive
5039,5040,1.5063E+18,اشهر مضت بسرعة البرق ستبقا ذكرياتها عالقة اذهانا الابد لحظتك المفضلة اكسبو  دبي   دبي اكسبو ,3/22/22 19:02,6,8,165,3/22/2022,4:02:54 PM,positive
5040,5041,1.50627E+18,زيارات اكسبو تجاوز   ورقم قياسي اسبوعي جديد هات بوست,3/22/22 17:19,0,0,105,3/22/2022,2:19:41 PM,neutral
5041,5042,1.50627E+18,شرطة دبي اكسبو مدرسة الاحتراف والمهنية زمن الاستجابة لبلاغات اقل دقيقة   البيان القارء داءما,3/22/22 17:08,2,0,163,3/22/2022,2:08:10 PM,neutral
5042,5043,1.50627E+18,اسهامات ام الامارات تضيء اكسبو   البيان القارء داءما,3/22/22 17:04,1,0,95,3/22/2022,2:04:56 PM,positive
5043,5044,1.50626E+18,الخيرات  النشاط والهمة     اكسبو,3/22/22 16:36,2,1,69,3/22/2022,1:36:17 PM,positive
5044,5045,1.50626E+18,عبداله بن زايد يستقبل ناءب المستشار الالماني اكسبو  صحيفة الخليج الخليج خمسون عاما,3/22/22 16:27,7,4,116,3/22/2022,1:27:46 PM,neutral
5045,5046,1.50625E+18,اكسبو  دبي   اسبوع   الحدث الدولي وجناح السعودية افضل جناح وافضل تصميم خارجي وافضل عرض اكسبو الامارات,3/22/22 15:24,109,19,181,3/22/2022,12:24:11 PM,positive
5046,5047,1.50623E+18,نظمت جامعة حمدان محمد الذكية رحلة لدارسين اكسبو  دبي  حضر الدارسون فعاليات ومءتمرات اثرت تجربتهم التعليمية  استمتعوا بجولة الاجنحة المختلفة اكسبو   الامارات دبي جامعة حمدان اكسبو اكسبو,3/22/22 14:11,0,0,265,3/22/2022,11:11:34 AM,neutral
5047,5048,1.5062E+18,تنزانيا تدعم طلب الملكة استضافة اكسبو  الرياض اكسبو استضافة الرياض الملكة تدعم تنزانيا طلب تنزانيا تدعم طلب الملكة استضافة اكسبو  الرياض,3/22/22 12:12,1,0,212,3/22/2022,9:12:03 AM,neutral
5048,5049,1.50618E+18,البيان رقم قياسي لاسبوع السادس   لـ اكسبو اسبوع شبكة الامارات الاخبارية ,3/22/22 10:58,0,1,125,3/22/2022,7:58:38 AM,neutral
5049,5050,1.50616E+18,محمد راشد محمد يكرم ابطال درع اكسبو لانتاج الوطني لسباقات الصقور الاتحاد الرياضي ,3/22/22 10:00,1,1,118,3/22/2022,7:00:01 AM,positive
5050,5051,1.50616E+18,لقطات جمالية  بتجارب ملهمة وذكريات جميلة راءعة  ونظرات ايجابية لحياة ومستقبلها ومع الشهر تنتهي الدورة الاستثناءية لمعرض اكسبو  دبي الناجحة بكل المقايس الامارات دبي اكسبو ,3/22/22 9:36,1,1,243,3/22/2022,6:36:59 AM,positive
5053,5054,1.50604E+18,نبدا الاحتفال معكم العام مبكرا نطاق مجاني طلبك لاي خدمات الاستضافة التفاصيل رمضان استضافة سيرفر اكسبو هوست ,3/22/22 1:52,0,0,176,3/21/2022,10:52:11 PM,neutral
5054,5055,1.506E+18,صور محمد راشد محمد راشد يكرم الفاءزين بطولة درع اكسبو لانتاج الوطني لسباقات الصقور  ,3/21/22 23:24,1,0,132,3/21/2022,8:24:50 PM,positive
5055,5056,1.506E+18,وزير الدفاع الاماراتي جناح سورية قبلة لزاءري اكسبو  دبي  المزيد ,3/21/22 23:00,0,0,99,3/21/2022,8:00:58 PM,neutral
5056,5057,1.50599E+18,اختام احتفالات يوم الام اكسبو بالاحتفال بسمو الشيخة فاطمة بنت مبارك اله يحفظها    ام الامارات ,3/21/22 22:22,1,0,125,3/21/2022,7:22:11 PM,positive
5057,5058,1.50598E+18,محطة المستقبل تنتظركم اكسبو  دبي نصحك بزيارتها اختام الحدث الكبير  اكسبو دبي,3/21/22 21:30,1,1,153,3/21/2022,6:30:13 PM,neutral
5058,5059,1.50597E+18,التقا معالي صقر غباش رءيس المجلس الوطني الاتحادي  مقر اكسبو  دبي  معالي ماركيتا بيكاروفا اداموفا رءيسة مجلس النواب جمهورية التشيك والوفد المرافق,3/21/22 20:58,4,1,209,3/21/2022,5:58:11 PM,neutral
5059,5060,1.50595E+18,الجناح السعودي اكسبو      ,3/21/22 20:10,1,1,59,3/21/2022,5:10:09 PM,neutral
5060,5061,1.50594E+18,محمد بن راشد يلتقي دوق لوكسمبورغ اكسبو  دبي علوم الدار ,3/21/22 19:08,2,1,93,3/21/2022,4:08:54 PM,neutral
5061,5062,1.50592E+18,انجاز جديد تاريخ معارض اكسبو الدولية  ارتفع عد زيارات اكسبو دبي ليصل  زيارة  رغم التحديات واجهت تنظيمه ظل جاءحة كوفيد  الحدث الدولي تمكن جمع  دولة علا ارض الامارات اكبر تجمع عالمي تفشي الجاءحة ,3/21/22 17:49,0,0,274,3/21/2022,2:49:43 PM,positive
5064,5065,1.50591E+18,خالد محمد زايد يزور جناح الامارات اكسبو ويشيد بدور الشباب متن نيوز ,3/21/22 17:15,0,0,104,3/21/2022,2:15:00 PM,neutral
5065,5066,1.5059E+18,اكسبو دبي كارتيه يدعمان منتدا كسر التحيز ويحتفيان بريادة المراة  اكسبو زهرة الخليج تلهمنا زهرة الخليج مارس,3/21/22 16:45,0,0,153,3/21/2022,1:45:00 PM,positive
5066,5067,1.5059E+18,اكسبو قرب يخلص شاركونا تصويركم   ,3/21/22 16:23,1,0,66,3/21/2022,1:23:27 PM,positive
5067,5068,1.5059E+18,نجاح استثناءي محمد بن راشد يتراس الاجتماع الاخير لـ مجلس الوزراء اكسبو   اكسبودبي البيان القارء داءما,3/21/22 16:22,3,0,180,3/21/2022,1:22:26 PM,neutral
5068,5069,1.50589E+18,محمد بن راشد يتراس الاجتماع الاخير لمجلس الوزراء اكسبو         اكسبودبي البيان القارء داءما,3/21/22 15:48,3,1,164,3/21/2022,12:48:06 PM,neutral
5069,5070,1.50588E+18, دولة عربية تحتفي بالمناسبة اكسبو يكرم الامهات الاعلاميات   يوم الام اكسبودبي البيان القارء داءما ,3/21/22 14:52,2,2,213,3/21/2022,11:52:43 AM,positive
5070,5071,1.50586E+18,ارتفع عد زيارات اكسبو  دبي ليصل  حتا السبت  محقا انجازا فريدا تاريخ معارض اكسبو الدولية علا الرغم التحديات واجهت تنظيمه التفاصيل   اعمال,3/21/22 14:00,0,0,255,3/21/2022,11:00:02 AM,positive
5071,5072,1.50586E+18,عروض اكسبو لامهات يومهن حلويات مجانية,3/21/22 13:49,3,0,69,3/21/2022,10:49:13 AM,neutral
5072,5073,1.50584E+18,كـل امهـاتنـا بصحـة عافيـة   الامارات اكسبلور اكسبو اكسبو عام الخمسين احتفالات الخمسين مشاريع اجمل شتاء في العالم يوم الام يوم الام,3/21/22 12:18,2,1,302,3/21/2022,9:18:26 AM,positive
5073,5074,1.50582E+18,مهلا اكسبو سنفتقدك زاره مرة,3/21/22 11:09,3,2,48,3/21/2022,8:09:31 AM,positive
5074,5075,1.50581E+18,شعار اكسبو يلهم المغني الايراني علي ياسيني         اكسبودبي البيان القارء داءما,3/21/22 10:38,4,2,147,3/21/2022,7:38:37 AM,neutral
5075,5076,1.50581E+18,يابوناكا ايكو الامين العام لجناح اليابان اكسبو تعلمنا الكثير نجاح دبي تنظيم اكسبو بكفاءة        اكسبودبي البيان القارء داءما ,3/21/22 10:31,1,0,212,3/21/2022,7:31:39 AM,positive
5076,5077,1.50581E+18,موسيقا الفولك لـ استونيا تنثر الفرح اكسبو        اكسبودبي البيان القارء داءما,3/21/22 10:27,1,0,151,3/21/2022,7:27:24 AM,positive
5077,5078,1.50581E+18,برنامج اكسبو لمتطوعين ينشر البهجة الزوار الموسيقا والرقص والترفيه برنامج اكسبو هذا الصباح علا شاشة سما دبي,3/21/22 10:15,1,0,146,3/21/2022,7:15:04 AM,positive
5079,5080,1.5058E+18,نشيد الوصل فعاليات ساحرة اكسبو ترقبوها         اكسبودبي البيان القارء داءما,3/21/22 9:39,3,0,158,3/21/2022,6:39:16 AM,positive
5080,5081,1.5058E+18,المنظمة الدولية لفرنكوفونية اكسبو الشباب قوتنا         اكسبودبي البيان القارء داءما,3/21/22 9:36,2,0,161,3/21/2022,6:36:20 AM,positive
5082,5083,1.50573E+18,الجزاءر تنظيم اكسبو تفوق علا الدول الاوروبية  صحيفة الخليج الخليج خمسون عاما,3/21/22 5:20,5,3,109,3/21/2022,2:20:00 AM,positive
5083,5084,1.50572E+18,الجناح السويدي اكسبو يشهد اطلاق تكنولوجيا جديدة لتنقية المياه    الامارات دبي اكسبو صحيفة الخليج الخليج خمسون عاما,3/21/22 4:20,5,0,200,3/21/2022,1:20:00 AM,neutral
5085,5086,1.50565E+18,اكسبو جوديت بولغار تحدا العالم باكبر منازلة شطرنج    الامارات دبي اكسبو صحيفة الخليج الخليج خمسون عاما,3/21/22 0:04,3,2,191,3/20/2022,9:04:22 PM,neutral
5086,5087,1.50564E+18,النجم الاستوني نوب يقدم موسيقا الاندي الالكترونية اكسبو    الامارات دبي اكسبو صحيفة الخليج الخليج خمسون عاما,3/20/22 23:35,1,0,198,3/20/2022,8:35:00 PM,neutral
5087,5088,1.50564E+18,السعودية تفوز بجاءزة افضل جناح اكسبو  دبي     ,3/20/22 23:08,0,0,78,3/20/2022,8:08:58 PM,positive
5088,5089,1.50564E+18,سندهي شاوهان تحي حفلا  بمناسبة الوطني لـ الهند اكسبو  صحيفة الخليج الخليج خمسون عاما,3/20/22 23:00,3,2,134,3/20/2022,8:00:01 PM,positive
5089,5090,1.50563E+18,اكسبو دبي لقاء دولي المواقع الاثرية السورية  المزيد ,3/20/22 22:37,1,0,90,3/20/2022,7:37:06 PM,neutral
5090,5091,1.50561E+18,ماعت خليجي شهد اكسبو  دبي بالتزامن الاحتفال بـ اسبوع المياه مواكبة لمبادرة دبي تقدر اطلاق الجناح السويدي تكنولوجيا متطورة لتنقية المياه ,3/20/22 21:12,0,0,212,3/20/2022,6:12:21 PM,neutral
5091,5092,1.5056E+18,جميل يعني الشخص يدخل عبر بوابات اكسبو  مرة ويحسب بحساب  زاءر  مختلفة حتا زار الاجنحة لانه يتم احتساب العد علا اساس شخص بعينه وانما علا عد مرات زيارته لاكسبو انتم لجاتم لهذه الحيلة لضعف الاقبال علا الاكسبو واضح جدا,3/20/22 20:42,1,1,288,3/20/2022,5:42:04 PM,neutral
5092,5093,1.5056E+18,شكرا اكسبو بدونك حياتنا سعرات متراكمه,3/20/22 20:40,7,0,62,3/20/2022,5:40:01 PM,positive
5093,5094,1.5056E+18,بدون شك اكسبو  الافضل والاكثر تميزا المعارض اقيمت  الماضية وابشرك الطموح كبير والجاي اجمل دار بوراشد ,3/20/22 20:20,1,0,160,3/20/2022,5:20:01 PM,positive
5094,5095,1.50559E+18,       كفو  بصراحة الي ماراح اكسبو خسران عمار دبي    عمار الامارات    الشاهد اله المكان مبهر وتحس بالفخر الحدث موجود الامارات جناح الامارات زون الفرسان جناح السعودية زون الفرص جناح الرءية زون الاستدامة جناح التقل الف يجن,3/20/22 20:17,0,0,309,3/20/2022,5:17:19 PM,positive
5096,5097,1.50558E+18,مواطنه تشتغل بجناحكم اكسبو تلاقيت وياها الساعه العصر تقريبا ماعرف متطوعه موظفه ياليت تعطوها مكافاه عالمجهود والمعلومات الي تزود الجمهور خير مثال لفتاه الاماراتية,3/20/22 19:32,185,46,218,3/20/2022,4:32:27 PM,neutral
